hpName,mpName,hpId,mpId
Hyperglutaminemia (HPO),increased circulating glutamine level (MPO),HP:0003217,MP:0030709
Hypoglutaminemia (HPO),decreased circulating glutamine level (MPO),HP:0500147,MP:0030710
Hyperisoleucinemia (HPO),increased circulating isoleucine level (MPO),HP:0010913,MP:0030715
Hypoisoleucinemia (HPO),decreased circulating isoleucine level (MPO),HP:0500144,MP:0030716
Hyperlysinemia (HPO),increased circulating lysine level (MPO),HP:0002161,MP:0030718
Hypolysinemia (HPO),decreased circulating lysine level (MPO),HP:0500142,MP:0030719
Hypervalinemia (HPO),increased circulating valine level (MPO),HP:0010910,MP:0030727
Hyperleucinemia (HPO),increased circulating leucine level (MPO),HP:0010911,MP:0030750
Hypoleucinemia (HPO),decreased circulating leucine level (MPO),HP:0500143,MP:0030751
Elevated urinary catecholamines (HPO),increased urine catecholamine level (MPO),HP:0011976,MP:0030766
Decreased urinary catecholamine concentration (HPO),decreased urine catecholamine level (MPO),HP:0045012,MP:0030767
Elevated urinary dopamine (HPO),increased urine dopamine level (MPO),HP:0011979,MP:0030768
Elevated urinary epinephrine (HPO),increased urine adrenaline level (MPO),HP:0003639,MP:0030770
Hypercitraturia (HPO),increased urine citrate level (MPO),HP:0012406,MP:0030778
Hypocitraturia (HPO),decreased urine citrate level (MPO),HP:0012405,MP:0030779
Increased urinary glycerol (HPO),increased urine glycerol level (MPO),HP:0040301,MP:0030780
Coxa vara (HPO),coxa vara (MPO),HP:0002812,MP:0030790
Broad femoral neck (HPO),broad femur neck (MPO),HP:0006429,MP:0030794
Joint dislocation (HPO),joint dislocation (MPO),HP:0001373,MP:0030795
Patellar dislocation (HPO),patellar dislocation (MPO),HP:0002999,MP:0030860
Limitation of joint mobility (HPO),decreased joint mobility (MPO),HP:0001376,MP:0030863
Dislocated radial head (HPO),dislocated radius head (MPO),HP:0003083,MP:0030883
Hypoplasia of the epiglottis (HPO),epiglottis hypoplasia (MPO),HP:0005349,MP:0030892
Laryngeal cleft (HPO),laryngeal cleft (MPO),HP:0008751,MP:0030899
Hyperpigmentation of the skin (HPO),increased skin pigmentation (MPO),HP:0000953,MP:0030926
Ketosis (HPO),ketosis (MPO),HP:0001946,MP:0030970
Impaired gluconeogenesis (HPO),impaired gluconeogenesis (MPO),HP:0005959,MP:0030973
Abnormal lacrimal sac morphology (HPO),abnormal lacrimal sac morphology (MPO),HP:3000066,MP:3000005
Thickened ears (HPO),thick ears (MPO),HP:0009894,MP:0000019
Abnormality of the pinna (HPO),abnormal ear shape (MPO),HP:0000377,MP:0000022
Low-set ears (HPO),lowered ear position (MPO),HP:0000369,MP:0000024
Morphological abnormality of the inner ear (HPO),abnormal inner ear morphology (MPO),HP:0011390,MP:0000026
Morphological abnormality of the vestibule of the inner ear (HPO),abnormal inner ear vestibule morphology (MPO),HP:0011376,MP:0000034
Morphological abnormality of the middle ear (HPO),abnormal middle ear morphology (MPO),HP:0008609,MP:0000049
Abnormal parietal bone morphology (HPO),abnormal parietal bone morphology (MPO),HP:0002696,MP:0000109
Cleft of chin (HPO),cleft chin (MPO),HP:0011323,MP:0000114
Thin bony cortex (HPO),decreased compact bone thickness (MPO),HP:0002753,MP:0000135
Abnormality of the scapula (HPO),abnormal scapula morphology (MPO),HP:0000782,MP:0000149
Increased LDL cholesterol concentration (HPO),increased circulating LDL cholesterol level (MPO),HP:0003141,MP:0000182
Decreased HDL cholesterol concentration (HPO),decreased circulating HDL cholesterol level (MPO),HP:0003233,MP:0000186
Cardiomegaly (HPO),enlarged heart (MPO),HP:0001640,MP:0000274
Abnormal atrial septum morphology (HPO),abnormal interatrial septum morphology (MPO),HP:0011994,MP:0000282
Mastocytosis (HPO),increased mast cell number (MPO),HP:0100495,MP:0000324
Hypotrichosis (HPO),alopecia (MPO),HP:0001006,MP:0000414
Increased head circumference (HPO),megacephaly (MPO),HP:0040194,MP:0000434
Brachycephaly (HPO),shortened head (MPO),HP:0000248,MP:0000435
Hypoplasia of the maxilla (HPO),maxilla hypoplasia (MPO),HP:0000327,MP:0000457
Supernumerary ribs (HPO),increased rib number (MPO),HP:0005815,MP:0000480
Dilatation of the renal pelvis (HPO),hydronephrosis (MPO),HP:0010946,MP:0000519
Disproportionate short-limb short stature (HPO),short limbs (MPO),HP:0008873,MP:0000547
Abnormal morphology of the radius (HPO),abnormal radius morphology (MPO),HP:0045009,MP:0000552
Abnormality of tibia morphology (HPO),abnormal tibia morphology (MPO),HP:0002992,MP:0000558
Abnormality of femur morphology (HPO),abnormal femur morphology (MPO),HP:0002823,MP:0000559
Talipes (HPO),clubfoot (MPO),HP:0001883,MP:0000576
Abnormality of pineal morphology (HPO),abnormal pineal gland morphology (MPO),HP:0012681,MP:0000632
Abnormality of adrenal morphology (HPO),abnormal adrenal gland morphology (MPO),HP:0011732,MP:0000639
Benign prostatic hyperplasia (HPO),prostate gland hyperplasia (MPO),HP:0008711,MP:0000659
Abnormal lymphocyte count (HPO),abnormal lymphocyte cell number (MPO),HP:0040088,MP:0000717
Absence of CD8-positive T cells (HPO),"absent CD8-positive, alpha-beta T cells (MPO)",HP:0005422,MP:0000727
obsolete Brain very small (HPO),decreased brain size (MPO),HP:0001322,MP:0000774
Abnormality of forebrain morphology (HPO),abnormal forebrain morphology (MPO),HP:0100547,MP:0000783
Cerebral hypoplasia (HPO),telencephalon hypoplasia (MPO),HP:0006872,MP:0000785
Thick cerebral cortex (HPO),thickened cerebral cortex (MPO),HP:0006891,MP:0000789
Abnormal morphology of the hippocampus (HPO),abnormal hippocampus morphology (MPO),HP:0025100,MP:0000807
Abnormal morphology of the olfactory bulb (HPO),abnormal olfactory bulb morphology (MPO),HP:0040327,MP:0000819
Dilation of lateral ventricles (HPO),dilated lateral ventricles (MPO),HP:0006956,MP:0000825
Abnormality of hindbrain morphology (HPO),abnormal hindbrain morphology (MPO),HP:0011282,MP:0000841
Poorly formed metencephalon (HPO),abnormal metencephalon morphology (MPO),HP:0007027,MP:0000847
Agenesis of cerebellar vermis (HPO),absent cerebellum vermis (MPO),HP:0002335,MP:0000865
Cerebellar vermis hypoplasia (HPO),cerebellum vermis hypoplasia (MPO),HP:0001320,MP:0000866
Abnormal motor neuron morphology (HPO),abnormal motor neuron morphology (MPO),HP:0002450,MP:0000937
Degeneration of anterior horn cells (HPO),motor neuron degeneration (MPO),HP:0002398,MP:0000938
Abnormality of enteric nervous system morphology (HPO),abnormal enteric nervous system morphology (MPO),HP:0025028,MP:0001044
Abnormal fifth cranial nerve morphology (HPO),abnormal trigeminal nerve morphology (MPO),HP:0010824,MP:0001065
Abnormal glossopharyngeal nerve morphology (HPO),abnormal glossopharyngeal nerve morphology (MPO),HP:3000047,MP:0001073
Hyperplasia of the Leydig cells (HPO),Leydig cell hyperplasia (MPO),HP:0010791,MP:0001152
Abnormality of epidermal morphology (HPO),abnormal epidermal layer morphology (MPO),HP:0011124,MP:0001216
Hyperkeratosis (HPO),thick epidermis (MPO),HP:0000962,MP:0001219
Abnormality of body height (HPO),abnormal body height (MPO),HP:0000002,MP:0001253
Abnormality of body weight (HPO),abnormal body weight (MPO),HP:0004323,MP:0001259
Enlarged thorax (HPO),enlarged chest (MPO),HP:0100625,MP:0001267
Abnormality iris morphology (HPO),abnormal iris morphology (MPO),HP:0000525,MP:0001322
Aplasia of the optic tract (HPO),absent optic tract (MPO),HP:0010999,MP:0001334
Stereotypy (HPO),increased stereotypic behavior (MPO),HP:0000733,MP:0001409
Abnormality of skeletal physiology (HPO),abnormal skeleton physiology (MPO),HP:0011843,MP:0001533
Hypertriglyceridemia (HPO),increased circulating triglyceride level (MPO),HP:0002155,MP:0001552
Increased HDL cholesterol concentration (HPO),increased circulating HDL cholesterol level (MPO),HP:0012184,MP:0001556
Abnormality of digestive system physiology (HPO),abnormal digestive system physiology (MPO),HP:0025032,MP:0001663
Failure to thrive (HPO),postnatal growth retardation (MPO),HP:0001508,MP:0001732
Increased circulating ACTH level (HPO),increased circulating adrenocorticotropin level (MPO),HP:0003154,MP:0001748
Abnormality of immune system physiology (HPO),abnormal immune system physiology (MPO),HP:0010978,MP:0001790
Decreased circulating IgA level (HPO),decreased IgA level (MPO),HP:0002720,MP:0001807
Abnormal bleeding (HPO),hemorrhage (MPO),HP:0001892,MP:0001914
Abnormality of reproductive system physiology (HPO),abnormal reproductive system physiology (MPO),HP:0000080,MP:0001919
Delayed puberty (HPO),delayed sexual maturation (MPO),HP:0000823,MP:0001938
Abnormal pancreas morphology (HPO),abnormal pancreas morphology (MPO),HP:0012090,MP:0001944
Respiratory insufficiency (HPO),respiratory failure (MPO),HP:0002093,MP:0001953
Ovarian cyst (HPO),ovary cysts (MPO),HP:0000138,MP:0002016
Abnormality of hair texture (HPO),abnormal hair texture (MPO),HP:0010719,MP:0002074
Abnormality of dental morphology (HPO),abnormal tooth morphology (MPO),HP:0006482,MP:0002100
Abnormal respiratory system morphology (HPO),abnormal respiratory system morphology (MPO),HP:0012252,MP:0002132
Functional respiratory abnormality (HPO),abnormal respiratory system physiology (MPO),HP:0002795,MP:0002133
Abnormal neural tube morphology (HPO),abnormal neural tube morphology (MPO),HP:0410043,MP:0002151
Abnormality of fibula morphology (HPO),abnormal fibula morphology (MPO),HP:0002991,MP:0002187
Recurrent bacterial infections (HPO),increased susceptibility to bacterial infection (MPO),HP:0002718,MP:0002412
Abnormality of T cell physiology (HPO),abnormal T cell physiology (MPO),HP:0011840,MP:0002444
Abnormal B cell count (HPO),abnormal B cell number (MPO),HP:0010975,MP:0002458
Abnormality of B cell physiology (HPO),abnormal B cell physiology (MPO),HP:0005372,MP:0002459
Abnormality of neutrophil physiology (HPO),abnormal neutrophil physiology (MPO),HP:0011990,MP:0002463
Decreased circulating total IgD (HPO),decreased IgD level (MPO),HP:0410245,MP:0002491
Decreased circulating total IgE (HPO),decreased IgE level (MPO),HP:0005479,MP:0002492
Increased circulating IgM level (HPO),increased IgM level (MPO),HP:0003496,MP:0002494
Increased circulating IgA level (HPO),increased IgA level (MPO),HP:0003261,MP:0002495
Increased circulating total IgE level (HPO),increased IgE level (MPO),HP:0003212,MP:0002497
Short digit (HPO),brachydactyly (MPO),HP:0011927,MP:0002544
Hypotriglyceridemia (HPO),decreased circulating triglyceride level (MPO),HP:0012153,MP:0002644
Decreased circulating ACTH level (HPO),decreased circulating adrenocorticotropin level (MPO),HP:0002920,MP:0002664
Abnormality of molar morphology (HPO),abnormal molar morphology (MPO),HP:0011070,MP:0002689
Abnormality of pancreas physiology (HPO),abnormal pancreas physiology (MPO),HP:0012091,MP:0002693
Abnormal venous morphology (HPO),abnormal vein morphology (MPO),HP:0002624,MP:0002725
Abnormal pulmonary vein morphology (HPO),abnormal pulmonary vein morphology (MPO),HP:0030968,MP:0002726
Rudimentary to absent tibiae (HPO),absent tibia (MPO),HP:0006426,MP:0002728
Shortening of the tibia (HPO),short tibia (MPO),HP:0006436,MP:0002764
Decreased serum testosterone level (HPO),decreased circulating testosterone level (MPO),HP:0040171,MP:0002780
Increased serum testosterone level (HPO),increased circulating testosterone level (MPO),HP:0030088,MP:0002781
Abnormal fundus morphology (HPO),abnormal ocular fundus morphology (MPO),HP:0001098,MP:0002864
Abnormal neuron morphology (HPO),abnormal neuron morphology (MPO),HP:0012757,MP:0002882
Hypophosphaturia (HPO),increased urine phosphate level (MPO),HP:0012365,MP:0002901
Hyperphosphaturia (HPO),decreased urine phosphate level (MPO),HP:0003109,MP:0002902
Abnormality of adrenal physiology (HPO),abnormal adrenal gland physiology (MPO),HP:0011733,MP:0002909
Hypoplasia of the retina (HPO),retina hypoplasia (MPO),HP:0007770,MP:0002984
Abnormal renal medulla morphology (HPO),abnormal kidney medulla morphology (MPO),HP:0100957,MP:0003014
Abnormality of hyoid bone (HPO),abnormal hyoid bone morphology (MPO),HP:3000052,MP:0003056
Copper accumulation in liver (HPO),increased liver copper level (MPO),HP:0025321,MP:0003066
Enlarged kidney (HPO),enlarged kidney (MPO),HP:0000105,MP:0003068
Aplasia of metacarpal bones (HPO),absent metacarpal bones (MPO),HP:0010048,MP:0003074
Degenerative liver disease (HPO),liver degeneration (MPO),HP:0005237,MP:0003103
Abnormal cardiac atrium morphology (HPO),abnormal heart atrium morphology (MPO),HP:0005120,MP:0003105
Erythroid hyperplasia (HPO),increased erythroid progenitor cell number (MPO),HP:0012132,MP:0003135
Incomplete partition of the cochlea (HPO),decreased cochlear coiling (MPO),HP:0011373,MP:0003148
Abnormal circulating cholesterol concentration (HPO),abnormal cellular cholesterol metabolism (MPO),HP:0003107,MP:0003191
Bowel diverticulosis (HPO),intestinal/bowel diverticulum (MPO),HP:0005222,MP:0003262
Peptic ulcer (HPO),gastrointestinal ulcer (MPO),HP:0004398,MP:0003300
Abnormal inner ear epithelium morphology (HPO),abnormal cochlear sensory epithelium morphology (MPO),HP:3000002,MP:0003308
Reduced pancreatic beta cells (HPO),decreased pancreatic beta cell number (MPO),HP:0006274,MP:0003339
Supernumerary spleens (HPO),accessory spleen (MPO),HP:0009799,MP:0003342
Delayed menarche (HPO),late onset of menarche (MPO),HP:0012569,MP:0003377
Abnormality of the parathyroid physiology (HPO),abnormal parathyroid gland physiology (MPO),HP:0011767,MP:0003431
Parathyroid hyperplasia (HPO),parathyroid gland hyperplasia (MPO),HP:0008208,MP:0003493
Thyroid hyperplasia (HPO),thyroid gland hyperplasia (MPO),HP:0008249,MP:0003498
Increased size of the clitoris (HPO),enlarged clitoris (MPO),HP:0040253,MP:0003529
Decreased size of the clitoris (HPO),small clitoris (MPO),HP:0040254,MP:0003530
Hypoplasia of the fallopian tube (HPO),oviduct hypoplasia (MPO),HP:0008697,MP:0003576
Urethral atresia (HPO),urethra atresia (MPO),HP:0000068,MP:0003591
Urethral stenosis (HPO),urethra stricture (MPO),HP:0008661,MP:0003592
Hypoplasia of the bladder (HPO),urinary bladder hypoplasia (MPO),HP:0005343,MP:0003617
Abnormality of nervous system morphology (HPO),abnormal nervous system morphology (MPO),HP:0012639,MP:0003632
Abnormality of nervous system physiology (HPO),abnormal nervous system physiology (MPO),HP:0012638,MP:0003633
Increased muscle fatiguability (HPO),muscle fatigue (MPO),HP:0003750,MP:0003646
Abnormal size of the palpebral fissures (HPO),abnormal eyelid aperture (MPO),HP:0200007,MP:0003671
Renal cyst (HPO),kidney cysts (MPO),HP:0000107,MP:0003675
Small earlobe (HPO),ear lobe hypoplasia (MPO),HP:0000385,MP:0003679
Abnormality of long bone morphology (HPO),abnormal long bone morphology (MPO),HP:0011314,MP:0003723
Abnormally folded helix (HPO),folded helix (MPO),HP:0008544,MP:0003736
Abnormal facial shape (HPO),abnormal facial morphology (MPO),HP:0001999,MP:0003743
Palate telangiectasia (HPO),palatal telangiectases (MPO),HP:0002707,MP:0003768
Absent hair (HPO),hairless (MPO),HP:0002298,MP:0003815
Abnormal left ventricle morphology (HPO),abnormal heart left ventricle morphology (MPO),HP:0001711,MP:0003921
Abnormal right atrium morphology (HPO),abnormal heart right atrium morphology (MPO),HP:0025580,MP:0003922
Abnormal left atrium morphology (HPO),abnormal heart left atrium morphology (MPO),HP:0025579,MP:0003923
Decreased plasma carnitine (HPO),decreased circulating carnitine level (MPO),HP:0003234,MP:0003978
Abnormal corpus striatum morphology (HPO),abnormal striatum morphology (MPO),HP:0010994,MP:0004077
Abnormal morphology of the limbic system (HPO),abnormal limbic system morphology (MPO),HP:0007343,MP:0004166
Telangiectasia of the ear (HPO),ear telangiectases (MPO),HP:0009893,MP:0004176
Absent stapes (HPO),absent stapes (MPO),HP:0011456,MP:0004204
Patent foramen ovale (HPO),patent cardiac foramen ovale (MPO),HP:0001655,MP:0004225
Abnormal placental size (HPO),abnormal placenta size (MPO),HP:0012767,MP:0004258
Large placenta (HPO),enlarged placenta (MPO),HP:0006267,MP:0004260
Aplasia of the vestibule (HPO),absent inner ear vestibule (MPO),HP:0011377,MP:0004314
Hypoplastic scapulae (HPO),scapular bone hypoplasia (MPO),HP:0000882,MP:0004344
Femoral aplasia (HPO),absent femur (MPO),HP:0012744,MP:0004349
Short humerus (HPO),short humerus (MPO),HP:0005792,MP:0004351
Hypoplasia of the radius (HPO),radius hypoplasia (MPO),HP:0002984,MP:0004356
Increased length of the tibia (HPO),long tibia (MPO),HP:0010504,MP:0004357
Short nasal bridge (HPO),short nasal bone (MPO),HP:0003194,MP:0004471
Abnormal pelvis bone morphology (HPO),abnormal pelvic girdle bone morphology (MPO),HP:0040163,MP:0004509
Esophageal ulceration (HPO),esophageal ulcer (MPO),HP:0004791,MP:0004547
Hypoplasia of the pharynx (HPO),pharynx hypoplasia (MPO),HP:0009555,MP:0004555
Abnormal mandible coronoid process morphology (HPO),abnormal mandibular coronoid process morphology (MPO),HP:3000078,MP:0004594
Abnormal mandible condylar process morphology (HPO),abnormal mandibular condyloid process morphology (MPO),HP:3000077,MP:0004595
Fused lumbar vertebrae (HPO),lumbar vertebral fusion (MPO),HP:0030040,MP:0004621
Fused thoracic vertebrae (HPO),thoracic vertebral fusion (MPO),HP:0030039,MP:0004623
Abnormality of the rib cage (HPO),abnormal thoracic cage morphology (MPO),HP:0001547,MP:0004624
Short metacarpal (HPO),short metacarpal bones (MPO),HP:0010049,MP:0004634
Long metacarpals (HPO),elongated metacarpal bones (MPO),HP:0010493,MP:0004638
Metacarpal synostosis (HPO),fused metacarpal bones (MPO),HP:0009701,MP:0004639
Metatarsal synostosis (HPO),fused metatarsal bones (MPO),HP:0001440,MP:0004642
Hypoplastic vertebral bodies (HPO),vertebral body hypoplasia (MPO),HP:0008479,MP:0004667
Intervertebral disk calcification (HPO),calcified intervertebral disk (MPO),HP:0005645,MP:0004685
Short long bone (HPO),decreased length of long bones (MPO),HP:0003026,MP:0004686
Vertebral clefting (HPO),split vertebrae (MPO),HP:0008428,MP:0004687
Hypoplastic ischia (HPO),ischium hypoplasia (MPO),HP:0003175,MP:0004690
Hypoplastic pubic bone (HPO),pubis hypoplasia (MPO),HP:0003173,MP:0004693
Relatively short spine (HPO),short vertebral column (MPO),HP:0002766,MP:0004704
Aplasia of the vestibular nerve. (HPO),absent vestibular nerve (MPO),HP:0011393,MP:0004719
Enlarged ovaries (HPO),enlarged ovary (MPO),HP:0100879,MP:0004832
Hypoplasia of the frontal bone (HPO),frontal bone hypoplasia (MPO),HP:0005466,MP:0004869
Hypoplasia of the premaxilla (HPO),premaxilla hypoplasia (MPO),HP:0010650,MP:0004871
Osteolysis (HPO),decreased bone resorption (MPO),HP:0002797,MP:0004993
B lymphocytopenia (HPO),decreased B cell number (MPO),HP:0010976,MP:0005017
Decrease in T cell count (HPO),decreased T cell number (MPO),HP:0005403,MP:0005018
Abnormal natural killer cell morphology (HPO),abnormal NK cell morphology (MPO),HP:0012176,MP:0005068
Abnormal morphology of ulna (HPO),abnormal ulna morphology (MPO),HP:0040071,MP:0005108
Increased circulating prolactin concentration (HPO),increased prolactin level (MPO),HP:0000870,MP:0005139
Increased VLDL cholesterol concentration (HPO),increased circulating VLDL cholesterol level (MPO),HP:0003362,MP:0005145
Decreased VLDL cholesterol concentration (HPO),decreased circulating VLDL cholesterol level (MPO),HP:0031243,MP:0005146
Hypoplasia of the prostate (HPO),prostate gland hypoplasia (MPO),HP:0008687,MP:0005147
Hypoplasia of the ovary (HPO),ovary hypoplasia (MPO),HP:0008724,MP:0005158
Abnormal anterior chamber morphology (HPO),abnormal eye anterior chamber morphology (MPO),HP:0000593,MP:0005205
Abnormality of metabolism/homeostasis (HPO),abnormal metabolism (MPO),HP:0001939,MP:0005266
Abnormal cardiac ventricle morphology (HPO),abnormal heart ventricle morphology (MPO),HP:0001713,MP:0005294
Abnormal corneal endothelium morphology (HPO),abnormal corneal endothelium morphology (MPO),HP:0011488,MP:0005301
Thyroid agenesis (HPO),absent thyroid gland (MPO),HP:0008191,MP:0005314
Hyperbilirubinemia (HPO),increased circulating bilirubin level (MPO),HP:0002904,MP:0005344
Goiter (HPO),enlarged thyroid gland (MPO),HP:0000853,MP:0005355
Abnormality of incisor morphology (HPO),abnormal incisor morphology (MPO),HP:0011063,MP:0005358
Fibular aplasia (HPO),absent fibula (MPO),HP:0002990,MP:0005430
Euthyroid hyperthyroxinemia (HPO),increased circulating thyroxine level (MPO),HP:0008247,MP:0005477
Increased circulating free T3 (HPO),increased circulating triiodothyronine level (MPO),HP:0011788,MP:0005480
Abnormality of the urinary system physiology (HPO),abnormal renal/urinary system physiology (MPO),HP:0011277,MP:0005502
Abnormal tendon morphology (HPO),abnormal tendon morphology (MPO),HP:0100261,MP:0005503
Abnormality of skeletal morphology (HPO),abnormal skeleton morphology (MPO),HP:0011842,MP:0005508
Hyoplasia of the Leydig cells (HPO),Leydig cell hypoplasia (MPO),HP:0010790,MP:0005536
Decreased serum creatinine (HPO),decreased circulating creatinine level (MPO),HP:0012101,MP:0005554
Increased hemoglobin (HPO),increased hemoglobin content (MPO),HP:0001900,MP:0005564
Uterine prolapse (HPO),uterus prolapse (MPO),HP:0000139,MP:0005577
Anotia (HPO),absent outer ear (MPO),HP:0009892,MP:0005579
Decreased urinary potassium (HPO),decreased urine potassium level (MPO),HP:0012364,MP:0005618
Increased urinary potassium (HPO),increased urine potassium level (MPO),HP:0003081,MP:0005619
Abnormal cellular physiology (HPO),abnormal cell physiology (MPO),HP:0011017,MP:0005621
Hyperkalemia (HPO),increased circulating potassium level (MPO),HP:0002153,MP:0005627
Hypokalemia (HPO),decreased circulating potassium level (MPO),HP:0002900,MP:0005628
Increased serum leptin (HPO),increased circulating leptin level (MPO),HP:0031793,MP:0005669
Abnormal mitochondrial morphology (HPO),abnormal mitochondrion morphology (MPO),HP:0008322,MP:0006035
Pulmonary insufficiency (HPO),pulmonary valve regurgitation (MPO),HP:0010444,MP:0006048
Abnormal cardiac septum morphology (HPO),abnormal heart septum morphology (MPO),HP:0001671,MP:0006113
Aortic valve calcification (HPO),calcified aortic valve (MPO),HP:0004380,MP:0006116
Mitral valve calcification (HPO),calcified mitral valve (MPO),HP:0004382,MP:0006121
Arterial calcification (HPO),calcified artery (MPO),HP:0003207,MP:0006133
Arterial stenosis (HPO),artery stenosis (MPO),HP:0100545,MP:0006135
Retinal calcification (HPO),calcified retina (MPO),HP:0007862,MP:0006188
Hemorrhage of the eye (HPO),eye hemorrhage (MPO),HP:0011885,MP:0006203
Hypoplastic iris stroma (HPO),iris stroma hypoplasia (MPO),HP:0007990,MP:0006230
Aplasia of the inner ear (HPO),absent inner ear (MPO),HP:0011372,MP:0006285
Abnormal T cell count (HPO),abnormal T cell number (MPO),HP:0011839,MP:0006387
Abnormal T cell morphology (HPO),abnormal T cell morphology (MPO),HP:0002843,MP:0008037
Abnormal natural killer cell count (HPO),abnormal NK cell number (MPO),HP:0040089,MP:0008043
Decreased proportion of CD8-positive T cells (HPO),"decreased CD8-positive, alpha-beta T cell number (MPO)",HP:0005415,MP:0008079
Abnormality of small intestinal villus morphology (HPO),abnormal small intestinal villus morphology (MPO),HP:0011472,MP:0008108
Increased megakaryocyte count (HPO),increased megakaryocyte cell number (MPO),HP:0005513,MP:0008254
Megakaryocytopenia (HPO),decreased megakaryocyte cell number (MPO),HP:0005548,MP:0008255
Adrenal medullary hypoplasia (HPO),adrenal medulla hyperplasia (MPO),HP:0008239,MP:0008301
Anterior pituitary hypoplasia (HPO),adenohypophysis hypoplasia (MPO),HP:0010627,MP:0008365
Absence of lymph node germinal center (HPO),absent lymph node germinal center (MPO),HP:0002849,MP:0008523
Polycystic kidney dysplasia (HPO),polycystic kidney (MPO),HP:0000113,MP:0008528
Absence of subcutaneous fat (HPO),absent subcutaneous adipose tissue (MPO),HP:0007485,MP:0008843
Reduced subcutaneous adipose tissue (HPO),decreased subcutaneous adipose tissue amount (MPO),HP:0003758,MP:0008844
Enlarged cerebellum (HPO),enlarged cerebellum (MPO),HP:0012081,MP:0008914
Abnormal size of pituitary gland (HPO),abnormal pituitary gland size (MPO),HP:0012504,MP:0008936
Elongated radius (HPO),long radius (MPO),HP:0006424,MP:0008951
Erythroid hypoplasia (HPO),decreased erythroid progenitor cell number (MPO),HP:0012133,MP:0008973
Abnormal spinal meningeal morphology (HPO),abnormal spinal cord meninges morphology (MPO),HP:0010303,MP:0009023
Abnormal size of the clitoris (HPO),abnormal clitoris size (MPO),HP:0040252,MP:0009100
Pancreatic islet-cell hyperplasia (HPO),enlarged pancreatic islets (MPO),HP:0004510,MP:0009171
Bruising susceptibility (HPO),ecchymosis (MPO),HP:0000978,MP:0009276
Increased urinary sulfate (HPO),increased urine sulfate level (MPO),HP:0012613,MP:0009472
Abnormality of olfactory lobe morphology (HPO),abnormal olfactory lobe morphology (MPO),HP:0025057,MP:0009944
Adipose tissue loss (HPO),decreased total body fat amount (MPO),HP:0008887,MP:0010025
Hypoplasia of the olfactory bulb (HPO),olfactory bulb hypoplasia (MPO),HP:0040326,MP:0010059
Abnormal circulating creatine kinase concentration (HPO),abnormal circulating creatine kinase level (MPO),HP:0040081,MP:0010089
Elevated serum creatine kinase (HPO),increased circulating creatine kinase level (MPO),HP:0003236,MP:0010090
Abnormality of bone mineral density (HPO),abnormal bone mineral density (MPO),HP:0004348,MP:0010119
Abnormality of endocrine pancreas physiology (HPO),abnormal endocrine pancreas physiology (MPO),HP:0012093,MP:0010147
Abnormality of exocrine pancreas physiology (HPO),abnormal exocrine pancreas physiology (MPO),HP:0012092,MP:0010148
Odontoma (HPO),increased odontoma incidence (MPO),HP:0011068,MP:0010353
Increased hepatic glycogen content (HPO),increased liver glycogen level (MPO),HP:0006568,MP:0010400
Abnormal left ventricular outflow tract morphology (HPO),abnormal heart left ventricle outflow tract morphology (MPO),HP:0011103,MP:0010429
Coarctation of aorta (HPO),aorta stenosis (MPO),HP:0001680,MP:0010463
Calcification of the aorta (HPO),calcified aorta (MPO),HP:0004963,MP:0010522
Thoracic aorta calcification (HPO),calcified thoracic aorta (MPO),HP:0004962,MP:0010523
Aortic arch calcification (HPO),calcified aortic arch (MPO),HP:0005303,MP:0010524
Hypoplastic pulmonary veins (HPO),pulmonary vein hypoplasia (MPO),HP:0005304,MP:0010528
Abnormality of skin adnexa morphology (HPO),abnormal skin adnexa morphology (MPO),HP:0011138,MP:0010678
Abnormal trabecular bone morphology (HPO),abnormal bone trabecula morphology (MPO),HP:0100671,MP:0010867
Esophageal stricture (HPO),esophagus stenosis (MPO),HP:0002043,MP:0010884
Copper accumulation in brain (HPO),increased brain copper level (MPO),HP:0012676,MP:0011214
Tubular atrophy (HPO),renal tubule atrophy (MPO),HP:0000092,MP:0011346
Ventriculomegaly (HPO),enlarged brain ventricles (MPO),HP:0002119,MP:0011380
Cryptorchidism (HPO),ectopic testis (MPO),HP:0000028,MP:0011410
Decreased urinary urate (HPO),decreased urine uric acid level (MPO),HP:0011935,MP:0011424
Hypochloriduria (HPO),decreased urine chloride ion level (MPO),HP:0012601,MP:0011460
Decreased urine bicarbonate concentration (HPO),decreased urine bicarbonate level (MPO),HP:0045011,MP:0011463
Urinary glycosaminoglycan excretion (HPO),increased urine glycosaminoglycan level (MPO),HP:0003541,MP:0011473
Abnormal vertebral artery morphology (HPO),abnormal vertebral artery morphology (MPO),HP:0030321,MP:0011513
Increased urinary urate (HPO),uraturia (MPO),HP:0012611,MP:0011537
Reduced catalase activity (HPO),decreased catalase activity (MPO),HP:0012517,MP:0011594
Hypopigmentation of the skin (HPO),decreased skin pigmentation (MPO),HP:0001010,MP:0011627
Increased mitochondrial number (HPO),increased mitochondria number (MPO),HP:0040014,MP:0011628
Decreased mitochondrial number (HPO),decreased mitochondria number (MPO),HP:0040013,MP:0011629
Hyperhistidinemia (HPO),increased circulating histidine level (MPO),HP:0010906,MP:0011652
Hypohistidinemia (HPO),decreased circulating histidine level (MPO),HP:0500145,MP:0011653
